auctionNo;auctionUniqueId;organization;auctionId;auctionStart;auctionEnd;auctionName;auctionVal;comparativePrice;winnerOffer;currency;invitationsCount;registeredParticipantsCount;activeParticipantsCount;winner;auctionType;category;subcategory;itemsCount;offerChangesCount;extensionsCount;country;percentageReductionMinStep;savingComparison
109;154-52-6745;52;6745;9.1.2018 7:30;9.1.2018 11:00;Poptávka přepra;Celková nabídka účastníka;0;63,05;EUR;54;5;5;4683;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;13;0;Česká republika;0,1;0
110;154-52-6747;52;6747;9.1.2018 8:00;9.1.2018 11:28;Poptávka přepra;Celková nabídka účastníka;0;1346,8;EUR;58;6;6;2751;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;40;4;Česká republika;0,1;0
111;154-52-6748;52;6748;9.1.2018 10:00;9.1.2018 11:40;Poptávka přepra;Celková nabídka účastníka;0;818,1;EUR;54;13;13;4683;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;15;0;Česká republika;0,1;0
112;1460-4-142;4;142;5.1.2018 9:00;9.1.2018 14:00;Pravidelná přep;Celková nabídka účastníka;0;25654;CZK;9;5;5;157;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;4;47;0;;0,1;0
113;1474-4-142;4;142;5.1.2018 9:00;9.1.2018 14:00;Pravidelná přep;Celková nabídka účastníka;0;24130;CZK;10;5;5;157;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;4;47;0;;0,1;0
114;1105-60-2310;60;2310;5.1.2018 9:30;10.1.2018 9:30;Plechy a ostatn;Jednotlivé položky;293312,971;10670;CZK;38;18;18;5172;poptavka;Hutní materiál, kovy a slitiny;Plechy;10;161;0;;0;0,963622475
115;154-52-6752;52;6752;10.1.2018 7:30;10.1.2018 10:00;Poptávka přepra;Celková nabídka účastníka;0;408;EUR;55;6;6;4752;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;7;0;Česká republika;0,1;0
116;148-88-5198;88;5198;9.1.2018 13:30;10.1.2018 10:00;Plech pozink 0,;Celková nabídka účastníka;0;54697,5;CZK;12;8;8;5130;poptavka;Hutní materiál, kovy a slitiny;Plechy;1;10;0;Česká republika;0,1;0
117;1105-60-2311;60;2311;5.1.2018 9:55;10.1.2018 10:25;Silniční doprav;Celková nabídka účastníka;0;40206,5;CZK;24;17;17;8956;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;3;61;0;;0;0
118;1105-60-2312;60;2312;5.1.2018 11:00;10.1.2018 14:00;Silniční doprav;Celková nabídka účastníka;0;104000;CZK;15;19;19;8956;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;3;115;0;;0;0
119;154-52-6753;52;6753;10.1.2018 12:30;10.1.2018 15:59;Ghlin (7011) Be;Celková nabídka účastníka;0;188,1;EUR;53;6;6;2754;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;15;0;;0;0
120;148-88-5201;88;5201;10.1.2018 13:17;11.1.2018 10:00;El. materiál - ;Celková nabídka účastníka;0;22577,664;CZK;5;11;11;6593;poptavka;Elektro, elektromateriál;Izolátory a ostatní elektromateriál;3;32;0;Česká republika;0,1;0
121;148-88-5200;88;5200;10.1.2018 9:30;11.1.2018 10:00;Tyč HEB (5110);Jednotlivé položky;18510,27;19383,57;CZK;9;7;7;5130;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;1;7;0;Česká republika;0,1;-0,047179215
122;148-88-5199;88;5199;10.1.2018 6:27;11.1.2018 10:00;Polykarbonát 2/;Celková nabídka účastníka;0;50397,69;CZK;5;13;13;7923;poptavka;Stavebnictví;Stavební materiály;6;57;0;Česká republika;0,1;0
123;605-87-2893;87;2893;2.1.2018 15:00;11.1.2018 11:33;Hutní Materiál ;Multikriteriální hodnocení;445525,14;394810,8144;EUR;10;26;26;6977;ERMMA;Hutní materiál, kovy a slitiny;Plechy;4;157;9;Česká republika;0,1;0,113830446
124;1105-60-2313;60;2313;9.1.2018 8:15;11.1.2018 12:03;Nástroje pro ob;Jednotlivé položky;0;2358,72;CZK;29;33;33;5977;poptavka;Stroje, zařízení, nástroje, nářadí;Nářadí a nástroje;19;159;0;;0,1;0
125;148-88-5197;88;5197;10.1.2018 9:00;11.1.2018 12:14;plechy;Multikriteriální hodnocení;0;452332,74;CZK;7;6;6;7752;ERMMA;Hutní materiál, kovy a slitiny;Plechy;8;47;2;Česká republika;0;0
126;1105-60-2318;60;2318;10.1.2018 13:30;11.1.2018 13:30;Plechy 16-1500x;Jednotlivé položky;166697,5334;48519;CZK;38;15;15;5173;poptavka;Hutní materiál, kovy a slitiny;Plechy;2;68;0;;0;0,708939904
127;148-88-5202;88;5202;11.1.2018 6:30;12.1.2018 8:00;"Kari sítě 6/6; ";Celková nabídka účastníka;0;41874,56;CZK;5;4;4;6704;poptavka;Stavebnictví;Stavební materiály;1;6;0;Česká republika;0,1;0
128;1105-60-2316;60;2316;8.1.2018 12:00;12.1.2018 9:00;Dřevěné obaly;Celková nabídka účastníka;4722018,08;5246664,39;CZK;14;30;30;7040;poptavka;Obaly;Dřevěné obaly a palety;8;235;0;;0;-0,111106375
129;1105-60-2317;60;2317;10.1.2018 8:00;12.1.2018 10:00;POPTÁVKA ÚHLOVÉ;Celková nabídka účastníka;0;226776,13;CZK;8;28;28;9047;poptavka;Stroje, zařízení, nástroje, nářadí;Nářadí a nástroje;2;84;0;;0,1;0
130;468-1-440;1;440;5.1.2018 8:00;12.1.2018 10:16;Syr EIDAM TEHLA;Celková nabídka účastníka;0;88464;EUR;10;15;15;584;ERMMA;Potraviny a nápoje;Mléko a mléčné výrobky;1;41;3;Slovenská republika;0,5;0
131;344-121-3566;121;3566;19.12.2017 10:00;12.1.2018 10:33;Stavební úpravy;Celková nabídka účastníka;0;624000;CZK;23;17;17;475181;ERMMA;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;72;9;Česká republika;0,5;0
132;148-88-5205;88;5205;11.1.2018 11:00;12.1.2018 11:17;Tyče HEA, HEB (;Jednotlivé položky;0;14894,04;CZK;7;8;8;6617;ERMMA;Hutní materiál, kovy a slitiny;Tyče a dráty;13;72;1;Česká republika;0,3;0
133;1105-60-2320;60;2320;11.1.2018 15:00;12.1.2018 12:00;Silniční doprav;Celková nabídka účastníka;0;112785;CZK;24;19;19;8956;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;3;131;0;;0;0
134;148-88-5203;88;5203;11.1.2018 9:00;12.1.2018 12:19;Tyče, tubky, pl;Jednotlivé položky;0;29163,42;CZK;9;11;11;6711;ERMMA;Hutní materiál, kovy a slitiny;Tyče a dráty;16;63;2;Česká republika;0,3;0
135;1104-50-1880;50;1880;12.1.2018 9:00;12.1.2018 13:00;Export Velká Bí;Celková nabídka účastníka;1339;828,2;EUR;5;8;8;7861;poptavka;Dopravní služby, auto-moto a příslušenství;Nákladní automobily;1;49;0;;0,1;0,381478715
136;258-20-1260;20;1260;11.1.2018 12:00;12.1.2018 13:00;Ohradníky, Návo;Celková nabídka účastníka;0;90384,9;CZK;4;21;21;2837;poptavka;Marketing, reklama a tisk;Tisk, tiskařské služby;15;297;0;CZ;0,1;0
137;148-88-5204;88;5204;11.1.2018 10:30;12.1.2018 13:21;Tyče, (výstavba;Jednotlivé položky;0;82943,22;CZK;7;9;9;5229;ERMMA;Hutní materiál, kovy a slitiny;Tyče a dráty;12;94;3;Česká republika;0,3;0
138;80-3-2512;3;2512;14.12.2017 8:00;12.1.2018 14:00;P080 - Výroba a;Celková nabídka účastníka;600000;535795,8;CZK;10;28;28;4682;poptavka;Hutní materiál, kovy a slitiny;Kovy, slitiny, nerez a odlitky;22;180;0;Česká republika;0,1;0,107007
139;84-74-2712;74;2712;9.1.2018 14:15;15.1.2018 8:30;Dodávka drtícíc;Celková nabídka účastníka;0;81802,6;CZK;0;22;22;5746;poptavka;Stroje, zařízení, nástroje, nářadí;Náhradní díly;6;137;0;Česká republika;0,1;0
140;1119-55-2139;55;2139;8.1.2018 11:00;15.1.2018 9:32;Ocelový odpad d;Celková nabídka účastníka;1283040;4725000;CZK;7;16;16;5808;ERMMA;Odpadové hospodářství;Šrot a kovový odpad;1;184;9;;1;-2,682659933
141;468-1-429;1;429;4.12.2017 16:00;15.1.2018 10:20;Magnéziová voda;Celková nabídka účastníka;0;58388,1;EUR;0;6;6;163;ERMMA;Potraviny a nápoje;Nápoje;4;9;0;Slovenská republika;0,5;0
142;468-1-451;1;451;15.1.2018 10:55;15.1.2018 11:26;Magnéziové vody;Celková nabídka účastníka;0;42723;EUR;3;14;14;163;nipon;Potraviny a nápoje;Nápoje;1;60;10;Slovenská republika;0;0
143;1072-6-706;6;706;11.1.2018 10:00;15.1.2018 11:38;Výběrové řízení;Jednotlivé položky;0;1071630;CZK;16;28;28;168;ERMMA;Odpadové hospodářství;Šrot a kovový odpad;5;249;62;;0,1;0
144;148-88-5208;88;5208;11.1.2018 12:00;15.1.2018 12:00;41203 - spojova;Celková nabídka účastníka;0;0;CZK;7;6;6;0;poptavka;Stroje, zařízení, nástroje, nářadí;Spojovací materiál;22;80;0;Česká republika;0,1;0
145;154-52-6754;52;6754;15.1.2018 8:00;15.1.2018 14:00;Borken (46325) ;Celková nabídka účastníka;0;660;EUR;52;9;9;4683;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;19;0;;0;0
146;148-88-5209;88;5209;15.1.2018 10:12;15.1.2018 14:02;Kabel - Akce: &;Celková nabídka účastníka;0;32186,7;CZK;8;15;15;6593;poptavka;Elektro, elektromateriál;Izolátory a ostatní elektromateriál;1;153;0;Česká republika;0,1;0
147;468-1-448;1;448;12.1.2018 14:30;15.1.2018 14:07;Magnéziové vody;Celková nabídka účastníka;0;10893,6;EUR;-1;5;4;163;nipon;Potraviny a nápoje;Nápoje;1;10;4;Slovenská republika;0;0
148;1122-87-2297;87;2297;4.12.2017 15:00;15.1.2018 16:00;Operativní leas;Celková nabídka účastníka;0;6633364,388;CZK;12;16;16;9760;poptavka;Dopravní služby, auto-moto a příslušenství;Osobní automobily;42;369;0;;0,1;0
149;84-74-2716;74;2716;10.1.2018 13:45;16.1.2018 8:30;Dodávka a výměn;Multikriteriální hodnocení;0;139849,92;CZK;4;26;26;5585;poptavka;Stroje, zařízení, nástroje, nářadí;Opravy a údržba;8;189;0;Česká republika;0,1;0
150;80-3-2547;3;2547;12.1.2018 14:00;16.1.2018 10:00;P080 - Výroba a;Celková nabídka účastníka;594000;520000;CZK;1;22;22;4682;holland;Hutní materiál, kovy a slitiny;Kovy, slitiny, nerez a odlitky;1;194;0;Česká republika;0;0,124579125
151;154-52-6755;52;6755;15.1.2018 8:30;16.1.2018 11:20;Skawina 32050 (;Celková nabídka účastníka;0;386,1;EUR;53;9;9;5049;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;21;1;;0;0
152;1130-100-2622;100;2622;11.1.2018 11:00;16.1.2018 11:28;Pręty miedziane;Jednotlivé položky;0;245757,2;PLN;5;23;23;10578;ERMMA;Hutní materiál, kovy a slitiny;Tyče a dráty;16;387;9;;0,1;0
153;148-88-5210;88;5210;15.1.2018 12:00;16.1.2018 12:30;Tyč plochá (výs;Celková nabídka účastníka;0;36319,5;CZK;12;7;7;6617;ERMMA;Hutní materiál, kovy a slitiny;Tyče a dráty;9;41;0;Česká republika;0,3;0
154;1105-60-2323;60;2323;12.1.2018 15:30;16.1.2018 13:00;Plech 4 - 1250x;Jednotlivé položky;12401,715;9690;CZK;37;14;14;5163;poptavka;Hutní materiál, kovy a slitiny;Plechy;2;62;0;;0;0,218656452
155;154-52-6756;52;6756;16.1.2018 10:57;17.1.2018 9:30;Poptávka přepra;Celková nabídka účastníka;0;904,8;EUR;57;11;11;4752;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;14;0;Česká republika;0,1;0
156;1152-129-3102;129;3102;16.1.2018 13:00;17.1.2018 11:29;feroslitiny led;Jednotlivé položky;738613;2745,6;EUR;16;41;41;13459;ERMMA;Hutní materiál, kovy a slitiny;Kovy, slitiny, nerez a odlitky;6;669;37;;0;0,996282762
157;154-52-6757;52;6757;16.1.2018 14:30;17.1.2018 13:05;Borken (46325) ;Celková nabídka účastníka;0;887,4;EUR;52;13;13;5049;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;63;5;;0;0
158;154-52-6758;52;6758;17.1.2018 8:00;17.1.2018 13:23;Dewsbury (WF13 ;Celková nabídka účastníka;0;74,25;EUR;48;12;12;5024;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;34;3;;0;0
159;154-52-6759;52;6759;17.1.2018 9:00;17.1.2018 13:32;Ghlin (7011) Be;Celková nabídka účastníka;0;76,8;EUR;50;9;9;5049;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;25;2;;0;0
160;258-20-1261;20;1261;15.1.2018 14:00;17.1.2018 14:20;Katalog TENDON ;Celková nabídka účastníka;0;246073,8701;CZK;5;31;31;3181;ERMMA;Marketing, reklama a tisk;Tisk, tiskařské služby;1;440;0;CZ;0,1;0
161;468-1-445;1;445;12.1.2018 12:00;17.1.2018 14:30;Syr EIDAM TEHLA;Celková nabídka účastníka;0;85140;EUR;9;10;10;584;ERMMA;Potraviny a nápoje;Mléko a mléčné výrobky;1;53;10;Slovenská republika;0,5;0
162;148-88-5214;88;5214;17.1.2018 14:00;18.1.2018 9:00;Vodiče - sklad ;Celková nabídka účastníka;0;17234,9;CZK;3;10;10;7258;poptavka;Elektro, elektromateriál;Vodiče, rozvaděče a kabely;2;37;0;Česká republika;0,1;0
163;148-88-5211;88;5211;17.1.2018 8:00;18.1.2018 9:30;Plech, úhleníky;Celková nabídka účastníka;0;173071,6;CZK;9;13;13;6617;ERMMA;Hutní materiál, kovy a slitiny;Tyče a dráty;5;151;0;Česká republika;0,3;0
164;154-52-6760;52;6760;17.1.2018 11:30;18.1.2018 9:32;Poptávka přepra;Celková nabídka účastníka;0;192,08;EUR;51;10;10;4683;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;34;2;Česká republika;0;0
165;148-88-5212;88;5212;17.1.2018 11:15;18.1.2018 10:00;Plech trapézový;Celková nabídka účastníka;0;63133,344;CZK;7;11;11;6704;poptavka;Hutní materiál, kovy a slitiny;Plechy;1;17;0;Česká republika;0,1;0
166;80-8-2557;8;2557;16.1.2018 11:00;18.1.2018 10:26;Stationäre Förd;Celková nabídka účastníka;0;3920000;EUR;4;25;25;3890;holland;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;216;26;DE;0;0
167;605-87-2894;87;2894;12.1.2018 7:00;18.1.2018 10:50;Nadrozměrná pře;Jednotlivé položky;0;241920;CZK;12;12;12;4983;ERMMA;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;3;100;20;Česká republika;0;0
168;691-137-4555;137;4555;18.1.2018 10:30;18.1.2018 12:00;OCELOVÉ KONSTRU;Celková nabídka účastníka;117337230;137985750;CZK;3;2;2;11887;poptavka;Hutní materiál, kovy a slitiny;Kovovýroba a povrchová úprava kovů;2;3;0;Česká republika;0,1;-0,17597586
169;154-52-6761;52;6761;17.1.2018 12:00;18.1.2018 13:02;Skawina 32050 (;Celková nabídka účastníka;0;350,4;EUR;54;5;5;5049;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;33;2;;0;0
170;1105-60-2326;60;2326;16.1.2018 10:00;18.1.2018 14:00;PILOVÉ PÁSY;Jednotlivé položky;62151,6;46790,4;CZK;13;27;27;9564;poptavka;Stroje, zařízení, nástroje, nářadí;Nářadí a nástroje;4;119;0;;0,1;0,247156952
171;1105-60-2327;60;2327;17.1.2018 8:30;19.1.2018 8:00;Silniční doprav;Celková nabídka účastníka;0;35770;CZK;20;20;20;9535;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;85;0;;0;0
172;154-52-6763;52;6763;18.1.2018 14:30;19.1.2018 9:31;Poptávka přepra;Celková nabídka účastníka;0;155,43;EUR;51;10;10;4683;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;121;1;Česká republika;0;0
173;346-34-505;34;505;16.1.2018 8:00;19.1.2018 9:50;Hutní materiál ;Jednotlivé položky;19541338,02;14624963,5;CZK;5;20;20;3460;ERMMA;Hutní materiál, kovy a slitiny;Plechy;32;225;0;;0,1;0,251588428
174;154-52-6762;52;6762;18.1.2018 9:00;19.1.2018 10:00;Poptávka přepra;Celková nabídka účastníka;0;140,7;EUR;54;5;5;2754;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;17;0;Česká republika;0;0
175;1105-60-2329;60;2329;17.1.2018 12:00;19.1.2018 10:00;Plechy a ostatn;Jednotlivé položky;290319,9815;2800;CZK;38;28;28;7120;poptavka;Hutní materiál, kovy a slitiny;Plechy;14;138;0;;0;0,990355469
176;1105-60-2328;60;2328;17.1.2018 8:35;19.1.2018 10:35;komunální nářad;Jednotlivé položky;0;23778,72;CZK;14;22;22;5861;poptavka;Stroje, zařízení, nástroje, nářadí;Nářadí a nástroje;7;123;0;;0,1;0
177;346-34-506;34;506;16.1.2018 8:00;19.1.2018 11:15;Hutní materiál ;Jednotlivé položky;5749489,438;5677891,072;CZK;6;12;12;3498;ERMMA;Hutní materiál, kovy a slitiny;Plechy;13;74;0;;0,1;0,012452995
178;1467-5-149;5;149;16.1.2018 16:00;19.1.2018 11:53;Radni stolovi i;Celková nabídka účastníka;49350;21786,96;HRK;8;5;5;185;ERMMA;Kancelář;Nábytek;6;396;19;;0,1;0,558521581
179;1474-5-149;5;149;16.1.2018 16:00;19.1.2018 11:53;Radni stolovi i;Celková nabídka účastníka;48880;21786,96;HRK;10;5;5;185;ERMMA;Kancelář;Nábytek;6;396;19;;0,1;0,554276596
180;148-88-5213;88;5213;17.1.2018 13:00;19.1.2018 13:00;41232 - spojova;Celková nabídka účastníka;0;8011,08;CZK;7;8;8;6606;poptavka;Stroje, zařízení, nástroje, nářadí;Spojovací materiál;9;46;0;Česká republika;0,1;0
181;1467-5-151;5;151;16.1.2018 16:00;19.1.2018 13:49;Razna sjedala i;Celková nabídka účastníka;17000;12376;HRK;8;3;3;185;ERMMA;Kancelář;Nábytek;2;186;17;;0,1;0,272
182;1474-5-151;5;151;16.1.2018 16:00;19.1.2018 13:49;Razna sjedala i;Celková nabídka účastníka;16490;11543;HRK;9;3;3;185;ERMMA;Kancelář;Nábytek;2;186;17;;0,1;0,3
183;1105-60-2330;60;2330;18.1.2018 8:30;22.1.2018 9:00;Výpalky;Jednotlivé položky;215815,6;204204;CZK;28;16;16;5161;poptavka;Hutní materiál, kovy a slitiny;Plechy;1;52;0;;0;0,05380334
184;100-45-1396;45;1396;15.1.2018 10:00;22.1.2018 10:00;Cenová poptávka;Jednotlivé položky;177920,085;160216,3;EUR;6;11;11;2980;poptavka;Hutní materiál, kovy a slitiny;Roury, armatury a trubky;5;73;0;Česká republika;0;0,09950414
185;148-88-5215;88;5215;19.1.2018 9:00;22.1.2018 11:00;Plech, tyč kruh;Celková nabídka účastníka;0;21428,4;CZK;14;14;14;6706;poptavka;Hutní materiál, kovy a slitiny;Plechy;2;65;0;Česká republika;0,1;0
186;148-88-5216;88;5216;19.1.2018 11:30;22.1.2018 11:12;Úhelník, tyč I ;Jednotlivé položky;0;23206,4;CZK;12;10;10;6704;ERMMA;Hutní materiál, kovy a slitiny;Tyče a dráty;4;55;1;Česká republika;0,3;0
187;21-83-2125;83;2125;19.1.2018 12:00;22.1.2018 12:00;Lihové nátěry p;Jednotlivé položky;0;7969,55;EUR;6;5;5;5220;poptavka;Chemie;Chemické látky;5;41;0;Česká republika;0,1;0
188;100-45-1394;45;1394;2.1.2018 11:00;22.1.2018 13:34;Ocelové pásky v;Jednotlivé položky;28021,15;1296;EUR;10;17;17;2976;ERMMA;Hutní materiál, kovy a slitiny;Plechy;8;115;32;Česká republika;0;0,953749222
189;80-5-2558;5;2558;16.1.2018 14:00;22.1.2018 14:34;Dodávka siřičit;Jednotlivé položky;304500;173400;CZK;7;28;28;2410;ERMMA;Chemie;Chemické látky;2;279;2;Česká republika;0;0,430541872
190;84-74-2721;74;2721;17.1.2018 15:00;23.1.2018 8:30;Dodávka a výměn;Celková nabídka účastníka;0;252350;CZK;4;22;22;5746;poptavka;Stroje, zařízení, nástroje, nářadí;Opravy a údržba;2;162;0;Česká republika;0,1;0
191;84-74-2722;74;2722;18.1.2018 10:00;23.1.2018 10:00;Nákup nového el;Celková nabídka účastníka;0;225388,464;CZK;11;24;24;5935;poptavka;Elektro, elektromateriál;Batérie, akumulátory, generátory a elektromotory;2;62;0;Česká republika;0,1;0
192;35-124-1101;124;1101;16.1.2018 9:30;23.1.2018 10:00;Foil PET12/PETH;Celková nabídka účastníka;77595;67001,5;EUR;1;7;7;4404;ERMMA;Obaly;Plastové obaly a fólie;2;31;0;CZ;0;0,136522972
193;1105-60-2333;60;2333;22.1.2018 11:00;23.1.2018 14:00;Silniční doprav;Celková nabídka účastníka;12129,6;1275;CZK;16;16;16;5999;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;129;2;;0;0,894885239
194;1104-50-1881;50;1881;23.1.2018 13:00;23.1.2018 15:00;Export Velká Bí;Celková nabídka účastníka;1313;831,04;EUR;7;10;10;7862;poptavka;Dopravní služby, auto-moto a příslušenství;Nákladní automobily;1;457;0;;0,1;0,367067784
195;84-74-2718;74;2718;17.1.2018 10:00;24.1.2018 8:30;Dodávka náhradn;Multikriteriální hodnocení;0;394919,42;CZK;0;12;12;5838;poptavka;Stroje, zařízení, nástroje, nářadí;Náhradní díly;10;80;0;Česká republika;0,1;0
196;80-1-2533;1;2533;8.1.2018 9:00;24.1.2018 9:34;Dodávka chlazen;Jednotlivé položky;99017,6225;9645,12;CZK;16;30;30;428;ERMMA;Potraviny a nápoje;Maso a masové výrobky;16;546;110;Česká republika;0;0,902591885
197;1152-129-3105;129;3105;23.1.2018 14:30;24.1.2018 10:55;Nikl na 2.2.201;Jednotlivé položky;5709,6;1395,9;EUR;14;32;32;13455;ERMMA;Hutní materiál, kovy a slitiny;Kovy, slitiny, nerez a odlitky;2;301;5;;0;0,755517024
198;1460-4-150;4;150;17.1.2018 13:00;24.1.2018 13:34;Etikety a pásky;Jednotlivé položky;580968,16;283282,96;CZK;5;6;6;188;ERMMA;Marketing, reklama a tisk;Tisk, tiskařské služby;10;258;7;;0,1;0,512395034
199;1474-4-150;4;150;17.1.2018 13:00;24.1.2018 13:34;Etikety a pásky;Jednotlivé položky;598224,64;261280,4;CZK;8;6;6;188;ERMMA;Marketing, reklama a tisk;Tisk, tiskařské služby;10;258;7;;0,1;0,563240324
200;1105-60-2319;60;2319;15.1.2018 7:49;25.1.2018 7:49;Výměna kolejnic;Celková nabídka účastníka;0;47532;CZK;10;24;24;9011;poptavka;Stroje, zařízení, nástroje, nářadí;Opravy a údržba;1;149;0;;0,1;0
201;1105-60-2336;60;2336;24.1.2018 11:20;25.1.2018 9:01;Silniční doprav;Celková nabídka účastníka;0;39780;CZK;24;12;12;8956;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;2;177;0;;0;0
202;80-1-2535;1;2535;8.1.2018 9:00;25.1.2018 9:25;Dodávka čerstvé;Jednotlivé položky;262667,34;31772,07;CZK;17;20;20;354;ERMMA;Potraviny a nápoje;Maso a masové výrobky;23;259;59;Česká republika;0;0,879040653
203;1105-60-2325;60;2325;15.1.2018 11:30;25.1.2018 10:54;Dodávky brusnéh;Celková nabídka účastníka;10686,06;10988,46;CZK;23;24;24;5939;poptavka;Stroje, zařízení, nástroje, nářadí;Svařovací materiály a služby;6;141;0;;0,1;-0,02829855
204;154-52-6764;52;6764;24.1.2018 12:30;25.1.2018 13:01;Poptávka přepra;Celková nabídka účastníka;0;401,7;EUR;52;15;15;4752;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;46;1;Česká republika;0;0
205;154-52-6765;52;6765;25.1.2018 10:00;25.1.2018 14:32;FEIGNIES (59750;Celková nabídka účastníka;0;590;EUR;52;10;10;4683;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;64;2;;0;0
